,quarter,pick_E1 ratio of sums | expanding,score_E1 ratio of sums | expanding,pick_E1 ratio of sums | rolling 126,score_E1 ratio of sums | rolling 126,pick_E1 ratio of sums | rolling 252,score_E1 ratio of sums | rolling 252,pick_E1 ratio of sums | ewma hl 63,score_E1 ratio of sums | ewma hl 63,pick_E2 relative ratio of sums | rolling 126,score_E2 relative ratio of sums | rolling 126,pick_E2 relative ratio of sums | rolling 252,score_E2 relative ratio of sums | rolling 252,pick_E2 relative ratio of sums | ewma hl 63,score_E2 relative ratio of sums | ewma hl 63,p26_pick_rolling 252,E1_expanding_score_10:00,E1_expanding_score_10:30,E1_expanding_score_11:00,E1_expanding_score_11:30,E1_expanding_score_12:00,E1_expanding_score_12:30,E1_expanding_score_13:00,E1_expanding_score_13:30,E1_expanding_score_14:00,E1_expanding_score_14:30,E1_expanding_score_15:00,I_10:00,R_10:00,I_10:30,R_10:30,I_11:00,R_11:00,I_11:30,R_11:30,I_12:00,R_12:00,I_12:30,R_12:30,I_13:00,R_13:00,I_13:30,R_13:30,I_14:00,R_14:00,I_14:30,R_14:30,I_15:00,R_15:00
2025-09-30,2025Q3,10:00,1.0775881360564326,14:00,1.1942770083822039,14:00,1.0648851665191548,14:00,1.1367605535175036,14:30,1.1749790954410175,14:30,1.048912152802102,14:30,1.1005640085314143,10:30,1.0775881360564326,1.0427446885624851,1.0186515355995536,1.028336817367497,0.99431437780544,1.0050000373084018,0.9984553280128988,1.0472722918681676,1.0483303624120013,1.0044903464686086,0.9731345914491859,1.9176504712532995e-05,1.6693324365373995e-05,1.625059549974888e-05,1.6203062750391377e-05,1.3962469039986708e-05,1.5856055773046146e-05,1.4932369457987679e-05,1.3402085798468998e-05,1.122262993898437e-05,1.1803120861670028e-05,1.0551313502470767e-05,1.1513897653462148e-05,9.802786538368124e-06,1.0831089337383948e-05,9.541106527093325e-06,9.619343202591493e-06,7.250122501527151e-06,9.262768694781505e-06,6.594488706256228e-06,4.7764101164027265e-06,5.185362182789931e-06,4.179660019417669e-06
2025-10-01,2025Q4,10:00,1.0776010446223854,14:00,1.1856308741704338,14:00,1.0634065304744207,14:00,1.1344523977423577,14:30,1.167971844796114,14:30,1.0484187316889788,14:30,1.1016988780112882,10:30,1.0776010446223854,1.0427367083704533,1.0186212323383086,1.0283546413095745,0.9943057183614221,1.0049811788732717,0.9984346986529594,1.0472595904038366,1.0482629369105,1.004550437722154,0.9731827630867942,2.322945293896905e-05,1.4061851254741458e-05,1.2158493703848898e-05,6.255200126159537e-06,1.0430864027514736e-05,6.100298744246077e-06,8.220203170871216e-06,5.50699782267363e-06,6.2607993429582736e-06,4.3718705135439016e-06,5.5954418213711375e-06,4.348212559952091e-06,5.116879617364069e-06,4.34803048922219e-06,3.697401631831572e-06,2.1200360003184066e-06,2.729005505068145e-06,2.11946538509608e-06,2.559264929554625e-06,7.08003229454935e-07,2.111760161773902e-06,4.501236836293721e-07
2025-10-02,2025Q4,10:00,1.0776887893361138,14:00,1.1983896177138955,14:00,1.062827348011262,14:00,1.1346830209861891,14:30,1.1580324911943571,14:30,1.0482257682508407,14:30,1.1032702988108218,10:30,1.0776887893361138,1.0428064266449772,1.0186795960220278,1.0283942523424918,0.9943379972460769,1.0050038327802775,0.9984505154654156,1.0472947921848828,1.0482768373419156,1.004612246974092,0.9732548778985687,1.3127806986371801e-05,7.86923391991963e-06,1.303394990693753e-05,6.128925110259038e-06,1.1936185596353702e-05,3.3743974494220166e-06,1.079487327340585e-05,3.351249002966103e-06,8.563829532700483e-06,2.346666335635806e-06,7.034287910325714e-06,2.2897573698549454e-06,5.93628209798041e-06,2.0937038042400574e-06,4.4501179194156e-06,2.0812104023435734e-06,3.2904314680938954e-06,1.6971868779433302e-06,2.4837811168617196e-06,6.206892653193713e-07,1.8250510384742338e-06,5.145009602146035e-07
2025-10-03,2025Q4,10:00,1.077739274072846,14:00,1.2107600412203217,14:00,1.0618342762834971,14:00,1.135662206676822,14:30,1.1644537535380626,14:30,1.0474646969383365,14:30,1.1048770207525063,10:30,1.077739274072846,1.0428885918188233,1.0187972149535123,1.0285080806099927,0.9944430769564891,1.00509131701527,0.9985289344110743,1.047348896099395,1.048318250734056,1.0046744626093007,0.9733119370204311,1.4624829699771226e-05,2.0171720062331366e-05,1.0630264907735108e-05,1.9222969767469873e-05,7.525649450700967e-06,1.7881073484943374e-05,6.82836753472635e-06,1.75767868172751e-05,5.498530165696937e-06,1.6542508333378295e-05,4.668127886351152e-06,1.6540116351770033e-05,3.867279033270754e-06,1.6428928987311915e-05,8.40793615125235e-06,8.913228763156829e-06,9.884038050679632e-06,5.768861641449582e-06,5.2563134249108556e-06,1.6827752726388857e-06,3.2994740601001467e-06,6.182388247047337e-07
2025-10-06,2025Q4,10:00,1.0776619974773018,14:00,1.220576016974255,14:00,1.062184056489316,14:00,1.1380697953402013,14:00,1.16420146859307,14:30,1.0472980400003247,14:30,1.1079358490461446,10:30,1.0776619974773018,1.0427721359042634,1.01864928551056,1.0283338725287114,0.9942584165336744,1.0048703909305483,0.9982733722071238,1.0473268032922693,1.0484233613356573,1.0047937103252778,0.9734281682848632,1.1616805726685502e-05,3.306389637632727e-06,9.43514125252233e-06,2.5806465120661898e-06,7.636426533787405e-06,2.4404452608537396e-06,6.129526331217396e-06,2.0787120300423236e-06,4.959953619556377e-06,8.988084626465381e-07,4.352142332631649e-06,8.951081309586783e-07,3.829616926744327e-06,8.731076172347896e-07,3.2465372817837064e-06,5.880754140427422e-07,2.195340077914193e-06,4.540016069186829e-07,1.714496834388855e-06,4.4383908303049265e-07,1.3032130841969833e-06,4.0950673331396486e-07
2025-10-07,2025Q4,10:00,1.07774946521575,14:00,1.2202860963716133,14:00,1.0634651540685194,14:00,1.1392955397369937,14:30,1.1652145436456898,14:30,1.0469875555405623,14:30,1.109050174876084,10:30,1.07774946521575,1.0428555334219423,1.0187205456241237,1.0283956887620478,0.9943269766819146,1.004934188233818,0.9983336669181555,1.047389475217435,1.048470467594477,1.0048361334842493,0.9734671415432009,9.710638801017856e-06,1.3973094235606074e-05,9.044144305859376e-06,1.2182953405547845e-05,8.676850776596794e-06,1.1824832804942257e-05,1.3158385443056455e-05,5.357554012521907e-06,1.493410767877617e-05,3.4123115455827135e-06,1.1938052861409682e-05,3.363619652997897e-06,9.422521315291244e-06,3.3580628981275335e-06,6.335825131609486e-06,2.501637773090338e-06,5.401794819085134e-06,1.6396793273055072e-06,4.0038517494286276e-06,1.4906417931316618e-06,2.312339664987413e-06,1.0209452979387723e-06
2025-10-08,2025Q4,10:00,1.077691381960608,14:00,1.2876509297080596,14:00,1.0739688384556951,14:00,1.1419012312897272,14:00,1.2280050556432487,14:30,1.0534910009008092,14:30,1.1112077581900164,10:30,1.077691381960608,1.0428102694660393,1.018673936090946,1.028514121755194,0.9945215556869459,1.00509230708649,0.9984573873448904,1.0474779909627006,1.048571358717711,1.0049199369182844,0.9735239445677144,1.5222529263677068e-05,9.393832002436528e-06,1.0443628583880738e-05,3.7280066861347918e-06,8.963329541612942e-06,3.6999208498360436e-06,6.538850525862016e-06,2.2933610668465996e-06,5.158573691429057e-06,2.11640339374995e-06,4.689057805854255e-06,2.0405142767334457e-06,4.056940428264067e-06,2.0338811452413297e-06,3.0201976087095545e-06,1.9096517336863735e-06,2.9537177122939116e-06,1.785422322131436e-06,1.8366141131376015e-06,1.7505804568113636e-06,1.8666174889522918e-06,9.99291739529358e-07
2025-10-09,2025Q4,10:00,1.0777467450497418,14:00,1.2109127494874066,14:00,1.0724424811224789,14:00,1.1425824482121203,14:00,1.1547888688957706,14:30,1.051737999078954,14:30,1.1110902926583042,10:30,1.0777467450497418,1.0428913251199017,1.0187457874355659,1.0285788443532105,0.994573039041262,1.0051410490714257,0.9984986837707788,1.0475022859370418,1.0486009885471987,1.0049225258072605,0.9735624489674133,1.495465465796577e-05,9.504319268871587e-06,1.1652225354912151e-05,8.608084777232707e-06,9.684714454242118e-06,8.573653996762667e-06,8.93550646340348e-06,7.864784918316197e-06,6.937738926429051e-06,7.102467773204538e-06,6.52326302993693e-06,6.808826563030017e-06,8.682688770798889e-06,3.5041362469989907e-06,7.4133455734898754e-06,3.2994806404502226e-06,3.983628238136937e-06,1.9840498546164e-06,3.060102938167207e-06,1.6140113736217152e-06,2.104197056187888e-06,1.5900767791297322e-06
2025-10-10,2025Q4,10:00,1.0777978957293446,14:00,1.1826327247105632,14:00,1.0712405299401377,14:00,1.1438728155552642,14:00,1.1277635083655015,14:30,1.050362302763511,14:30,1.1122681271981547,13:00,1.0777978957293446,1.042924393175837,1.0187589316382022,1.0285919411194842,0.9945709119621852,1.0051351270647129,0.9986043288287915,1.047596543024389,1.0486531226964289,1.0049706136013188,0.9735864067539769,1.5125776141810848e-05,0.00017626932347397696,1.197479707147638e-05,0.0001759507392420283,3.5423363643370756e-05,0.00014908186333845592,9.801402905622898e-05,4.856885436136414e-05,6.501520104362803e-05,4.780403759173638e-05,3.634186991514036e-05,4.769325029730105e-05,4.098081122340767e-05,3.370755579385458e-05,3.0479400017754158e-05,3.2780888612395744e-05,2.0415203441551603e-05,3.271099002459746e-05,1.4466131337216935e-05,3.227274237385178e-05,1.6459047972742406e-05,2.368813161524612e-05
2025-10-13,2025Q4,10:00,1.075903139037084,14:00,1.3057619943895986,14:00,1.0667621408669388,14:00,1.1312651061896812,14:00,1.245631570627392,14:30,1.0449808590678396,14:30,1.0922060242841136,13:00,1.075903139037084,1.04080852203138,1.017151550093281,1.0293353751704408,0.994865177640772,1.0049210918109897,0.99875341263725,1.0475046297681416,1.0482730409056031,1.0043704916468077,0.9733022402855092,4.014873949210133e-05,3.964429827940781e-05,4.485310171744257e-05,3.093528265437618e-05,4.059606746546429e-05,2.9904414604443036e-05,2.711844903073885e-05,1.6212387545721158e-05,1.904117965871827e-05,1.5979475296036328e-05,1.4319091456441154e-05,1.546356194350253e-05,1.1086555577420187e-05,1.4099646878273247e-05,1.1468512614105214e-05,1.134684702955248e-05,6.470455224369721e-06,1.131802137597291e-05,4.657616900366156e-06,1.0086444399897982e-05,6.712534125790169e-06,1.5926480597525009e-06
2025-10-14,2025Q4,10:00,1.075876009819392,14:00,1.144104071449636,14:00,1.064404367085575,14:00,1.1265567471796278,14:00,1.0915716820754542,14:30,1.043298298414371,14:30,1.086250504210394,13:00,1.075876009819392,1.0409645717228468,1.0172919851233257,1.0294966940141586,0.99491811489183,1.0048985699500006,0.9986924240769334,1.0474946988290585,1.0481254600470211,1.004187750921452,0.973524380898037,6.768687551229205e-05,6.146978777434213e-05,5.031948213144438e-05,3.9827939108249874e-05,4.077012830770753e-05,3.980465403841613e-05,3.638058758776579e-05,3.979616638333487e-05,2.751058680355808e-05,2.3091347019602754e-05,2.1644399864857505e-05,1.926146037612907e-05,1.919266013742726e-05,1.8122702144661207e-05,1.1392529006114225e-05,1.629058642554993e-05,8.022897698397248e-06,1.621460772159383e-05,5.047685458550298e-06,1.6212311300149985e-05,3.806077800378787e-06,1.6068583754826476e-05
2025-10-15,2025Q4,10:00,1.0758928198310265,10:00,1.0611144046115486,14:00,1.0676252715955887,14:00,1.1189496011280733,14:00,0.9974458505647363,14:30,1.046620493019865,14:30,1.0745701292004035,13:30,1.0758928198310265,1.0410737680642421,1.0172958071465903,1.0294257569274095,0.9949944761331375,1.0049407838180053,0.9987146826311706,1.0473597938986154,1.0478800884710722,1.0038128995120765,0.9730153780654109,3.1718709662507805e-05,8.601300364777881e-05,2.1931285396307096e-05,8.206881907724472e-05,1.8463477566061044e-05,8.1160462595168e-05,2.11671035506996e-05,7.7894428615669e-05,3.421461661892537e-05,6.313664596610973e-05,2.5028648115383527e-05,6.273144992707008e-05,2.6598799674916182e-05,5.7443602718595396e-05,4.2051919067442276e-05,3.3257187778654974e-05,1.7682875536258776e-05,5.47802804205427e-06,1.2790411207586371e-05,5.475428584835755e-06,7.83067356468424e-06,8.697945996537313e-07
2025-10-16,2025Q4,10:00,1.0752350832204929,14:00,1.0364184627587825,14:00,1.069111918735137,14:00,1.1275885512437085,14:00,0.9887539472131627,14:30,1.0476968873578774,14:30,1.0809299473635672,13:30,1.0752350832204929,1.0402918412099496,1.0164128901292717,1.0285146137423589,0.994513482308529,1.004240434154104,0.9980891493416241,1.0475313804786235,1.048206650077063,1.0040562737868755,0.9733156988303524,5.340609923946153e-05,7.657886402418408e-05,4.305490234861985e-05,7.631137273870097e-05,3.802071478905145e-05,7.622298157721202e-05,4.130095353859271e-05,7.250167973739372e-05,4.5395733804606476e-05,6.828788013691409e-05,5.037692266248291e-05,5.9161596587947106e-05,4.3235438170742584e-05,5.725265635982744e-05,3.0179383494689685e-05,5.719631583237279e-05,2.648079460759846e-05,5.011736764422366e-05,3.75603837051872e-05,2.3357367422758912e-05,2.0108885532557545e-05,1.3041932158978986e-05
2025-10-17,2025Q4,10:00,1.0749224446394998,10:00,1.008787964566399,14:00,1.0619556697164434,14:00,1.105713270640653,14:00,0.9573305845598936,14:30,1.049388696726995,14:30,1.0920257150183703,13:30,1.0749224446394998,1.0398449449339502,1.015870034111284,1.0280015945698957,0.9941352976717833,1.0040741438528054,0.9978067504166791,1.0468256293953873,1.0474952344064934,1.0045266421934493,0.9736343570884365,0.00011058093303117976,6.298913547352133e-05,9.320427950770603e-05,5.6770512048158046e-05,9.352431656647451e-05,3.92571894647862e-05,8.465407538890327e-05,3.91621133213722e-05,5.729130004136229e-05,2.6479492490586952e-05,4.233807243619973e-05,2.177168642646343e-05,3.921704059450531e-05,1.909812563271206e-05,3.217287815942742e-05,1.743116701550473e-05,1.9682264628958187e-05,1.1237165981587303e-05,1.3665850021077962e-05,3.3694021760550653e-06,7.900528258075587e-06,3.1462025005157527e-06
2025-10-20,2025Q4,10:00,1.0753853739322312,13:30,1.1056184592443894,14:00,1.0626748691307348,14:00,1.1110141874510218,13:30,1.0558297477524652,14:30,1.0505574300762994,14:30,1.1011967302500352,13:30,1.0753853739322312,1.0402649853564883,1.016607749439804,1.0286857916283207,0.9946551637607917,1.0044508645275072,0.9982159578321147,1.047156003700321,1.0477112038655068,1.0048693777420497,0.9738422109808385,2.3305148809074212e-05,8.805994538663339e-06,1.4618143282869235e-05,3.7532303791867946e-06,1.2908692714768346e-05,1.9726373114665545e-06,1.0920366283501673e-05,1.7578653853294713e-06,1.186638197720337e-05,1.526089632951844e-06,9.24332013918361e-06,1.4332896701887074e-06,6.4613322572332e-06,1.2759582798959202e-06,4.732918889800692e-06,4.5035606257523937e-07,3.667092488325977e-06,4.102231984145539e-07,2.3158684102735426e-06,4.038037407420201e-07,1.8388256020646386e-06,3.495516601352363e-07
2025-10-21,2025Q4,10:00,1.0755347508567599,13:30,1.0872922911539604,14:00,1.0626511194136117,14:00,1.1133850942943548,13:30,1.0382286173780608,14:30,1.0502580025602366,14:30,1.1029350524057429,13:30,1.0755347508567599,1.0403966735776111,1.0167576877749211,1.0288262181514534,0.9948288858587041,1.0045944217307003,0.9983212497753869,1.047257100174916,1.0477995764200139,1.004933052223526,0.9739065957975819,2.2778469203793502e-05,1.498771199778973e-05,1.810730779933205e-05,1.4976577934104568e-05,1.0529886730411161e-05,6.4122953746478506e-06,9.80735935194613e-06,5.2407808956717e-06,7.75914045106076e-06,4.911371373285298e-06,5.57189455748559e-06,4.610590805893612e-06,9.396891796211934e-06,1.920360936935698e-06,6.02127734400438e-06,1.9159062485700053e-06,3.4708913379209848e-06,9.976316594847232e-07,2.169013767827672e-06,9.865369232236379e-07,1.7393233594728743e-06,7.977459611189479e-07
2025-10-22,2025Q4,10:00,1.0756066314117882,13:30,1.1056465280247088,14:00,1.062848002093809,14:00,1.1151455415874845,14:30,1.0817798397309073,14:30,1.0499997024409338,14:30,1.103942913085124,13:30,1.0756066314117882,1.0404277127491415,1.0168128289183447,1.0288942601890718,0.9948771144708162,1.0046117148744285,0.9984730578497267,1.047352344429878,1.0478657885311486,1.004972307401955,0.9739479470199224,2.1154690564911736e-05,4.266782529549409e-05,2.46111747651905e-05,3.571614283213069e-05,1.7063200904220254e-05,3.4545512019387286e-05,2.4801221270411883e-05,2.336725737606162e-05,1.5602804016922865e-05,2.029754493622934e-05,1.9503743488739995e-05,1.609263241077434e-05,2.1290461094871108e-05,1.585127661025415e-05,2.101608612399894e-05,7.220824318521779e-06,1.869179132344835e-05,6.0693017090150406e-06,1.1574287097944288e-05,3.850729971590234e-06,6.593449372335021e-06,2.1559908614337516e-06
2025-10-23,2025Q4,10:00,1.0753396946965819,13:30,1.1319577539133598,14:00,1.0648387016218424,14:00,1.124096887644782,14:30,1.1058642382426187,14:30,1.0512024212060749,14:30,1.110845560618086,13:00,1.0753396946965819,1.040273564487821,1.0165645709787818,1.028905948688133,0.994800080810002,1.0046730775801176,0.9985839063707113,1.0476714447360405,1.048202365050389,1.0052290979556464,0.9741410071081709,2.4084923136255014e-05,1.0745726443048451e-05,2.4001166463635922e-05,9.985026192875873e-06,1.8265439903072054e-05,8.613516851541731e-06,1.4971760484755794e-05,8.55258036053204e-06,1.2806439689766923e-05,8.417659083319394e-06,9.769636962596121e-06,8.221387419351946e-06,5.379577556784393e-06,6.581898176506821e-06,5.3615021538805694e-06,6.1646401091681334e-06,3.5729321908880986e-06,1.6433666149955638e-06,2.221249890469785e-06,1.6346505724155258e-06,1.928141459640239e-06,1.6195169186737583e-06
2025-10-24,2025Q4,10:00,1.0754748744858067,14:00,1.1037848226897347,14:00,1.0648179514431448,14:00,1.1254050567540013,14:30,1.0762864465808986,14:30,1.0502416589227317,14:30,1.111217469674563,13:00,1.0754748744858067,1.0404407759495538,1.016695249731205,1.0290010105439924,0.9948744492250234,1.0047008378876217,0.9985597044248498,1.047645428389453,1.0482528644044,1.0052483635572411,0.9741560647795948,1.9694611578132366e-05,9.095407866719552e-06,1.740683323130837e-05,8.557970016890538e-06,1.6516708816026828e-05,8.52515546544157e-06,1.118219330374284e-05,3.859925907754298e-06,9.43665459699061e-06,3.7590979737503847e-06,7.391254770531195e-06,3.7590893109654915e-06,5.6858056983372995e-06,3.7578469758185448e-06,4.157417407419905e-06,3.743666149607566e-06,3.2232204295128384e-06,3.743405336690893e-06,2.1822177445615744e-06,3.7328121975496534e-06,1.5451949277807602e-06,3.72477753533045e-06
2025-10-27,2025Q4,10:00,1.0755818106464017,14:00,1.0869486948903806,14:00,1.0661853522339082,14:00,1.1246487083050503,14:30,1.07020338599631,14:30,1.0490735524766313,14:30,1.109286960342473,13:00,1.0755818106464017,1.0405451986578051,1.016803103376504,1.0291120589347738,0.9949700233055643,1.0047672907483078,0.99859892301267,1.0476510101292875,1.0482337398824462,1.005196038109219,0.9740665794704311,1.1134263339914506e-05,4.753069996491911e-06,9.294386466653487e-06,4.738054210019961e-06,8.564173972312918e-06,4.446386638185926e-06,5.36990412183074e-06,3.6011163942850673e-06,4.8271026669697266e-06,3.584279758200587e-06,4.091995703117559e-06,3.5805206752998077e-06,3.3573457803316025e-06,3.39304118952521e-06,2.950971884772291e-06,3.0925080226891487e-06,2.135540011464095e-06,2.4999823994069383e-06,1.573122542336324e-06,2.4960607118407526e-06,1.249617195839298e-06,2.33781168126494e-06
2025-10-28,2025Q4,10:00,1.075646770654201,13:30,1.0948848167432075,14:00,1.0656139286852813,14:00,1.1241273010935762,14:30,1.0524469461940298,14:30,1.0482564532323848,14:30,1.1081004234980187,13:30,1.075646770654201,1.040598792693093,1.0168586545582172,1.029137684535179,0.9949911750033563,1.0047763798494227,0.998598295405124,1.0476441598752841,1.0482205049255593,1.005164852164478,0.9740224465795311,1.5905543694782336e-05,1.2462933049633035e-05,1.0800173422019068e-05,1.1872071253515157e-05,1.0508794051014775e-05,1.1499664520248584e-05,9.016383457655177e-06,1.1412551750999788e-05,7.378922466014171e-06,1.1409493367569663e-05,5.267676169696418e-06,1.0758977340852067e-05,4.669679430575069e-06,9.607670042339829e-06,4.164061049048282e-06,9.578852273276132e-06,3.0569084352928283e-06,8.816616166503596e-06,2.4948543571220023e-06,8.293789862645926e-06,1.9154554022421425e-06,8.2693145117749e-06
2025-10-29,2025Q4,10:00,1.075673733217806,13:30,1.0916379771819793,14:00,1.0644011945546286,14:00,1.118819152467307,13:30,1.0421315432833393,14:30,1.0467398372844816,14:30,1.101493041851239,13:30,1.075673733217806,1.040579713237414,1.0168423790041812,1.0290956686664303,0.9949245307260347,1.0046745037701206,0.9984984273899885,1.0475049759483002,1.0480517788244907,1.0049702487684937,0.9737588749617883,4.0308054142070135e-05,1.639284560318553e-05,3.967673388300085e-05,1.538882454282361e-05,3.983383112371727e-05,1.4525542920597708e-05,3.8567503331963624e-05,1.452365843749762e-05,4.068435959472915e-05,1.4397739869314897e-05,3.803550186422031e-05,1.4045228589629405e-05,3.856870214022907e-05,1.402973573210806e-05,4.095122407604142e-05,1.3252032456064774e-05,3.739029655706306e-05,1.3226635719309244e-05,2.8755168670004004e-05,1.3193305235353595e-05,1.810313552148121e-05,4.915735403638555e-06
2025-10-30,2025Q4,10:00,1.0759182538380319,13:30,1.1050579086241052,14:00,1.0686786037078007,14:00,1.136327818218162,13:30,1.0542971920498259,14:30,1.0499399347638643,14:30,1.1152015211404591,13:30,1.0759182538380319,1.0408702101773368,1.017186626288095,1.0294593015085272,0.9953665422648936,1.0051141309642826,0.9989963566002149,1.0481464969811667,1.0486934067732463,1.0054862404763139,0.9743304759940752,4.248787925575985e-05,2.8789314473675946e-05,4.147068850995349e-05,2.3683482127757128e-05,3.139503336655724e-05,2.1877519990328147e-05,2.3746992416170024e-05,2.1413239150139538e-05,2.779784791571356e-05,1.6875402805781758e-05,1.7602921561268647e-05,1.1407444376967838e-05,1.5185421429560255e-05,1.091921835019521e-05,1.125088272768231e-05,1.0917305915612118e-05,7.350764454719198e-06,1.0903049557505703e-05,9.990335798402867e-06,6.872541207439732e-06,8.204569745003188e-06,6.196896438159355e-06
2025-10-31,2025Q4,10:00,1.0760423690435,13:30,1.1545643921130024,14:00,1.0678803747440095,14:00,1.1324131337130687,14:30,1.1240069348889745,14:30,1.0508121089346938,14:30,1.117400652716319,13:30,1.0760423690435,1.0410766266438962,1.0173121465685147,1.0294855083449268,0.9955509538353045,1.005226880402395,0.9990830524350834,1.048141946708249,1.0485820883299448,1.0055887771116574,0.9744234579300176,3.724051518598236e-05,3.7627342251589825e-05,3.167454594988768e-05,3.758007274746272e-05,2.0880788255374964e-05,3.4380589195159316e-05,2.1845728953544487e-05,3.35027817528478e-05,2.5219521619711746e-05,2.8014838915691455e-05,2.3681479939531997e-05,2.7591774455232106e-05,2.742356971162837e-05,2.343434620548353e-05,2.4316726295628558e-05,2.2793839239168367e-05,1.5478617374752473e-05,2.0568711104033175e-05,9.680043046519442e-06,1.572361582347215e-05,7.353840621879814e-06,1.5566926659251035e-05
2025-11-03,2025Q4,10:00,1.0760073670900918,13:30,1.169079018023014,14:00,1.0652942152823024,14:00,1.1263729181493913,14:30,1.1437119909149556,14:30,1.0482152611384827,14:30,1.1095780158214923,13:30,1.0760073670900918,1.0409852476684167,1.0171187022263097,1.0292910134301418,0.9955062043582793,1.0051524299832433,0.9991643088607722,1.0481520236597215,1.0484161694263598,1.0053847671136855,0.9740883178642524,3.3400413054267485e-05,2.611138002525964e-05,3.408253651314275e-05,1.687099402286373e-05,2.2223184555023676e-05,8.673923807066387e-06,1.9510034971955685e-05,8.466123812362843e-06,1.1692929344291289e-05,4.246024551923986e-06,1.2752391138996591e-05,3.184531073111115e-06,7.5521382598664224e-06,6.09179458070519e-07,5.998669358292707e-06,4.967495565177533e-07,4.586739318214292e-06,4.802666858250872e-07,3.881913214975533e-06,2.7711247076861155e-07,2.526181743751385e-06,2.0028956367121443e-07
2025-11-04,2025Q4,10:00,1.0760645116749548,13:30,1.1622444375339203,14:00,1.0636500198617451,14:00,1.1295338517993565,14:30,1.1416297006457312,14:30,1.0470601825788506,14:30,1.1130844341386201,13:00,1.0760645116749548,1.0411878570537292,1.0173025968648357,1.0294570471799362,0.995631294385296,1.0053278068905278,0.9993049807612487,1.0482817410819123,1.0485274247953726,1.0055046579007354,0.9741882844004947,3.387328999292641e-05,1.767328142230744e-05,2.301247359206228e-05,1.7030786980115452e-05,2.2284847069131457e-05,1.382508668922281e-05,1.9168576966191488e-05,1.3814491930446157e-05,1.5997085751789773e-05,1.3810112288046521e-05,1.686866384566926e-05,1.072385099001499e-05,1.6708304027197948e-05,8.654957172109187e-06,1.4530233166061853e-05,7.353910618429557e-06,9.900962561540962e-06,5.633315807059048e-06,6.682767097708759e-06,5.588245599275469e-06,5.830189557273361e-06,2.954354437974395e-06
2025-11-05,2025Q4,10:00,1.0762245231803795,13:30,1.1681743245339429,14:00,1.0642369552015671,14:00,1.1323162144969,14:30,1.1495336215071783,14:30,1.0472883595905027,14:30,1.1134837787429757,13:30,1.0762245231803795,1.0412526024840985,1.017415383511794,1.0295331146937319,0.9956689385124996,1.005439562464876,0.9994682316120604,1.0484432384418998,1.048636240021057,1.0055400451918854,0.974314866405209,3.253757364088447e-05,1.628234070413135e-05,2.4133362058472386e-05,1.619913747231285e-05,2.0105086889006174e-05,1.592024176901606e-05,1.7372092545447714e-05,1.5432550140869448e-05,1.2024995605251926e-05,1.2765911027678722e-05,8.686699403944742e-06,1.2006944959270414e-05,7.542316932742561e-06,1.1903905091493975e-05,4.917010186112412e-06,1.1845451341862807e-05,3.978641043239119e-06,1.169130013251094e-05,2.9607159441246393e-06,1.1273817493497208e-05,1.8603244812680344e-06,1.1273602288407362e-05
2025-11-06,2025Q4,10:00,1.0763862126815602,13:30,1.1717739179330982,14:00,1.0632393767948864,14:00,1.1250213825938922,14:30,1.138149495336329,14:30,1.046413562798652,14:30,1.1039044583029798,13:30,1.0763862126815602,1.0413416791429495,1.0174689842414353,1.0295559237827283,0.9956574562055741,1.0053774252108831,0.9993800325509058,1.048265667568515,1.0484107067011883,1.0052615263556854,0.9739238420227143,4.449904368764167e-05,7.009477656068901e-05,3.471935894045946e-05,6.974325967375979e-05,4.415668805686648e-05,3.985237122848297e-05,3.673136416826158e-05,3.926253944098817e-05,3.8056696924698984e-05,2.86617728973653e-05,3.0405979438307254e-05,2.8396206395104008e-05,2.0656141609701897e-05,2.2691099024323e-05,1.6835228436372564e-05,2.2635310623320755e-05,1.2373420450698908e-05,2.2094726926637044e-05,9.007882898701538e-06,1.3642227009501152e-05,7.2391944919674206e-06,1.3275409406072468e-05
2025-11-07,2025Q4,10:00,1.0760531584103372,13:30,1.2093936939533414,14:00,1.0608529733440442,14:00,1.1152498026277249,15:00,1.1896488894630324,14:30,1.0454280836998269,14:30,1.0978202902937377,13:30,1.0760531584103372,1.0408773552590163,1.0175184503257046,1.029499209102601,0.995816802829641,1.005411491501451,0.9993391259725872,1.048102614594215,1.0481170020774548,1.0051051010285281,0.9736801166597084,6.77837122510525e-05,7.261579873992146e-05,5.732344598112343e-05,7.211662729366108e-05,5.3567666855207736e-05,5.689012852880102e-05,4.327853561770309e-05,5.6333836543812145e-05,3.932153385064676e-05,5.4723582001569006e-05,3.0076275108050044e-05,4.887166794978214e-05,2.6487159930816053e-05,4.851064876922564e-05,1.9337402250749855e-05,4.428076490712993e-05,1.5939214484880056e-05,4.408674378702661e-05,1.148678968327097e-05,4.244847022014917e-05,1.0213546431452727e-05,1.4550163719588333e-05
